n	allocate	freeUp	freeDown	freeScattered
688	4676.71	1234	4433.33	1593.52
689	4666.96	1224.86	4382.7	1597.49
690	4731.76	1230.54	4383.88	1593.6
691	4762.67	1316.88	4540.67	1506.46
692	4674.56	1256.47	4413.5	1510.7
693	4679.52	1199.49	4580.49	1508.94
694	4701.85	1226.05	4529.7	1507.94
695	4701.73	1299.7	4556.26	1560.23
696	4703.34	1279.61	4589.72	1606.67
697	4801.72	1316.79	4618.19	1658.33
698	4814.24	1318.01	4507.94	1631.9
699	4858.37	1347.77	4587.38	1568.98
700	4841.21	1334.51	4560.57	1558.55
701	4816.63	1326.94	4557.35	1566.53
702	4776.52	1217.42	4698.89	1681.74
703	4829.73	1313.89	4520.27	1625.27
704	4833.84	1333.53	4649.77	1554.36
705	4821.23	1344.78	4518.68	1568.66
706	4842.28	1315.47	4476.27	1566.24
707	4889.59	1332.24	4686.45	1632.35
708	4294.54	1154.99	4733.57	1646.31
709	4837.14	1332.88	4528.9	1565.93
710	4810.78	1276.04	4680.71	1563.56
711	4785.68	1215.09	4573.02	1569.03
712	4798.65	1218.38	4704.31	1556.82
713	4884.67	1218.36	4912.22	1539.73
714	4870.69	1245.08	4532.36	1586.42
715	4873.07	1228.42	4805.85	1664.38
716	4942.7	1344.35	4842.95	1659.9
717	4851.59	1280.57	4811.34	1637.16
718	4925.77	1346.48	4613.99	1626.31
719	4885.02	1349.31	4846.12	1639.05
720	4861.05	1242.7	4671.99	1648.67
721	4848.6	1253.18	4729.93	1645.47
722	4928.18	1345.85	4628.4	1530.31
723	4805.58	1231.15	4734.57	1621.27
724	4867.8	1248.63	4713.34	1624.07
725	4830.95	1267.43	4662.61	1648.8
726	4696.63	1317.9	4680.95	1649.98
727	4325.43	1195.68	4628.57	1655.69
728	4868.18	1248.65	4584.58	1629.96
729	4977.65	1358.59	4746.07	1716.8
730	4951.06	1259.11	4880.19	1681.53
731	4982.58	1266.39	4722.86	1731.93
732	4966.58	1293.98	4926.31	1747.48
733	4998.57	1327.53	4892.34	1740.34
734	5094.43	1391.86	4880.94	1725.24
735	5097.01	1389.45	4669.56	1649.68
736	5080.97	1379.77	4906.83	1763.72
737	5030.57	1375.05	4943.98	1752.35
738	4981.09	1247.8	4758.68	1793.28
739	4839.61	1298.79	5133.12	1759.55
740	5042.93	1376.93	4789.43	1780.82
741	5010.21	1316.67	4875.09	1723.41
742	4992.41	1251.73	4761.11	1666.31
743	4962.63	1353.45	4741.8	1717.98
744	5055.21	1350.09	4801.85	1747.64
745	5208.63	1491.61	4793.78	1797.11
746	5117.86	1419.81	4847.57	1782.99
747	5174.94	1458.83	4690.07	1788.63
748	5158.5	1468.67	4685.56	1790.36
749	5111.39	1374.52	4694.81	1904.32
750	5142.98	1456.79	4736.3	1899.57
751	5211.19	1491.51	4784.69	1780.32
752	5134.57	1474.33	4711.48	1778.48
753	5145.84	1454.12	4907.85	1774.24
754	4942.43	1439.39	4894.97	1777.8
755	5205.74	1476.2	4741.98	1777.92
756	5113.91	1454.19	4711.16	1872.04
757	5070.71	1339.72	4870.24	1876.49
758	5076.9	1349.26	4683.32	1875.04
759	5081.44	1338.79	4654.43	1878.47
760	4683.63	1343.59	4684.49	1780.09
761	5235.6	1719.98	4790.22	1699.37
762	5193.47	1650.55	4921.4	1695.81
763	5192.41	1601.51	4870.64	1807.21
764	5247.76	1712.93	4905.5	1789.32
765	5294.76	1744.79	4741.76	1685.71
766	5319.05	1757.91	5021.24	1782.58
767	5282.97	1743.8	4854.39	1677.64
768	5139.08	1684.87	4939.45	1781.06
769	5132.39	1600.48	4750.47	1770.38
770	5185.2	1605.87	5030.72	1787.94
771	5184.06	1680.4	4947.19	1696.47
772	5178.97	1608.06	4989.46	1702
773	5186.78	1604.99	4810.37	1712.55
774	5187.76	1675	4779.05	1691.98
775	5160.21	1607.16	4810.81	1823.97
776	5272.78	1780.04	4845.11	1831.92
777	5150.46	1364.87	4798.7	1814.77
778	5266.78	1299.56	4871.28	1787.72
779	5306.4	1295.84	5003.01	1818.16
780	5371.42	1404.07	5051.55	1755.51
781	5330.36	1420.35	5017.55	1669.31
782	5401.94	1442.83	5322.26	1681.6
783	5355.95	1449.85	5303.27	1676.63
784	5284.06	1360.03	4918.83	1685.14
785	5116.66	1353.56	5089.51	1668.28
786	5329.33	1306.47	4976.18	1768.21
787	5295.4	1302.66	5261.54	1738.66
788	5324.08	1293.74	5144.87	1772.91
789	5302.29	1314.81	4979.09	1763.5
790	5323.89	1367.72	5109.97	1750.47
791	5404.11	1451.71	4800.16	1755.37
792	5395.55	1461.31	4911.84	1698.16
793	5441.29	1416.82	4976.27	1718.28
794	5357.01	1310.03	4690.6	1773.92
795	5401.55	1311.51	4561.14	1851.27
796	5204.94	1312.64	4900.82	1845.24
797	5441.1	1438.52	4903.23	1814.47
798	5430.54	1430.94	5048.32	1725.18
799	5455.68	1457.16	5021.15	1879.96
800	5422.41	1387.47	4920.02	1863.14
801	5432.56	1442.22	4838.42	1860.09
802	5409.99	1372.58	4745.41	1868.61
803	5400.61	1431.01	4917.88	1858.89
804	5456.14	1446	4941.13	1836.44
805	5374.45	1298.6	4901.15	1779.08
806	5432.26	1455.17	4761.56	1873.79
807	5517.65	1481.84	4776.05	1814.98
808	5379.11	1374.36	4900.81	1869.26
809	5544.23	1464.58	5023.36	1870.32
810	5500.31	1441.02	5094.41	1841.34
811	5529.19	1459.12	5194.13	1870.26
812	5288.74	1403.5	5113.65	1846.07
813	5513.9	1451.01	5203.47	1748.8
814	5605.84	1477.82	5363.93	1724.72
815	5461.08	1385.34	4834.43	1855.23
816	5541.47	1477.42	5133.39	1855.68
817	5536.04	1463.37	5207.02	1879.8
818	5553.84	1441.83	4944.3	1864.37
819	5613.67	1477.16	5124.58	1727.86
820	5579.65	1479.48	4953.81	1836.43
821	5576.03	1496.31	5306.79	1879.33
822	5631.94	1484.31	5179.03	1869.67
823	5605.11	1501.2	4888.11	1821.56
824	5075.74	1339.96	5412.1	1796.01
825	5584.44	1329.29	5173.06	1919.83
826	5604.12	1337.35	5197.24	1905.07
827	5644.78	1479.53	5184.45	1920.04
828	5625.69	1483.68	4985.26	1777.76
829	5642.13	1478.4	5038.8	1771.95
830	5583.44	1393	5103.78	1907.7
831	5609.33	1352.83	5052.13	1894.43
832	5610.83	1460.46	4822.46	1895.28
833	5576.48	1325.6	5034.67	1778.29
834	5610.12	1403.29	4786.08	1764.8
835	5596.49	1459.92	5218.02	1878.43
836	5641.73	1462.97	4838.6	1898.33
837	5574.72	1359.87	5073.09	1897.92
838	5408.07	1384.49	5046.27	1853.76
839	5649.95	1493.84	4925.32	1898.39
840	5674.87	1490.87	4902.53	1778.51
841	5298	1317.47	5432.68	1792.11
842	5638.82	1372.37	5226.3	1766.58
843	5680.71	1375.37	5077.57	1854.72
844	5688.05	1361.09	5274.26	1880.63
845	5694.86	1490.36	5276.1	1859.63
846	5776.11	1512.33	5167.21	1898.57
847	5662.62	1413.59	5175.26	1882.72
848	5723.6	1476.43	5248.26	1896.42
849	5760.55	1500.82	5424.46	1882.94
850	5699.54	1473.95	5233.57	1858.43
851	5730.02	1468.62	5281.44	1843.05
852	5787.46	1512.44	5442.41	1860.01
853	5698.48	1459.68	5389.01	1861.82
854	5669.42	1342.11	5518.34	1861.28
855	5681.81	1344.95	5184.98	1884.47
856	5558.24	1434.79	5355.47	1863.8
857	5526.21	1411.07	5427.07	1955.64
858	5801.09	1393.88	5320.34	1957.4
859	5839.49	1507.23	5340.26	1939.34
860	5776.95	1458.74	5339.16	1946.87
861	5808.94	1368.72	5010.8	1969.51
862	5785.67	1402.88	5195.22	1934.49
863	5763.01	1371.3	5362.16	1962.07
864	5793.64	1368.26	5016.86	1900.3
865	5868.41	1478.93	5181.86	1809.04
866	5824.13	1507.65	5368.2	1811.79
867	5817.26	1473.68	5204.74	1963.13
868	5835.93	1379.64	5418.98	1973.79
869	5804.03	1485.84	5315.53	1973.61
870	5625.12	1453.99	5746.95	1958.92
871	5829.8	1486.79	5584.14	1943.86
872	5794.23	1380.08	5315.35	1988.9
873	5877.85	1420.24	5639.37	1977.21
874	5902.54	1433.61	5612.56	2032.4
875	5893.51	1413.99	5188.03	2004.48
876	5874.29	1411.41	5276.78	1862.74
877	5868.24	1428.88	5329.18	1872.05
878	5869.12	1408.85	5236.16	1856.28
879	5864.91	1401.23	5403.68	1850.15
880	5897.76	1538.01	5121.4	1862.04
881	5899.23	1519.67	5272.01	1851.18
882	5892.53	1535.7	5430.19	1857.66
883	5696.46	1501.29	5353.02	1991.2
884	5929.35	1551.66	5361.83	1984.98
885	5853.38	1420.28	5280.58	1970.15
886	5881.97	1411.47	5741.62	1936.9
887	5889.34	1509.53	5589.95	1858.05
888	5993.56	1575.24	5370.62	1866.42
889	5958.73	1405.7	5478.26	1866.73
890	5950.56	1405.86	5409.34	1954.43
891	6026.44	1517.08	5460.29	1871.11
892	6080.76	1566.86	5685.82	1876.81
893	6028.22	1533.78	5574.33	1853.81
894	5941.61	1429.11	5465.67	1860.47
895	5960.95	1408.63	5550.23	1863.07
896	5994.73	1479	5842.72	1992.17
897	5851.06	1517.18	5583.03	1988.53
898	6041.21	1548.91	5501.95	1869.11
899	6007.47	1494.22	5728.65	1898.53
900	5982.94	1435.12	5686.7	1978.94
901	5947.5	1405.62	5175.09	1864.21
902	5823.27	1475.12	5382.92	2007.36
903	6076.54	1560.44	5388.54	1871.82
904	6114.82	1552.44	5432.5	1875.21
905	6067.36	1441.81	5885.13	1967.11
906	6213.5	1601.8	5673.45	1985.23
907	5939.58	1492.1	5658.35	1837.23
908	6173.54	1558.72	5564.87	1887.79
909	6203.34	1582.07	5807.29	1839.66
910	6192.59	1563.59	5833.92	1883.92
911	6069.06	1432.41	5540.47	1987.28
912	6108.59	1531.08	5692.28	2006.39
913	6114.52	1554.67	5348.09	1913.81
914	6081.6	1415.34	5408.99	1839.18
915	6146.57	1561.05	5542.71	1849.8
916	6059.34	1502.67	5467.57	1983.4
917	6059.38	1878.16	5595.15	1847.06
918	5447.97	1349.9	5577.35	1834.12
919	5992.36	1481.28	5916.15	1838.77
920	6110.81	1534.65	5958.2	1844.28
921	6227	1562.39	6004.77	1904
922	6168.66	1530.37	5844.28	1993.02
923	6252.03	1585.68	6082.22	2077.51
924	6271.88	1595.85	5685.09	2011.08
925	6228.79	1572.48	5857.69	2052.33
926	6142.85	1450.13	5975.85	2057.78
927	6259.36	1596.24	5663.7	2031.07
928	6240.76	1574.11	5924.8	2045.85
929	6202.71	1564.36	5972.14	1910.54
930	6161.58	1567.81	5934.19	1923.08
931	6074.82	1556.3	5644.36	1915.01
932	6247.61	1580.23	5941.32	1897.48
933	6234.35	1589.39	5681.82	1905.16
934	6231.96	1581.71	5614.36	1909.07
935	6216.07	1566.78	5700.34	1888.07
936	6204.44	1550.95	5978.99	1900.71
937	6372.95	1605.54	5659.52	1866.38
938	6412.93	1615.56	5710.67	1883.72
939	6286.84	1544.66	5623.16	1860.39
940	6323.23	1576.6	5577.31	1875.22
941	6013.5	1519.45	5769.31	1924.72
942	6311.26	1608.54	5592.86	1886.92
943	6335.55	1592.52	5563.17	1909.9
944	6283.27	1586.35	5699.22	1993.6
945	6270.98	1455.66	5708.87	1909.83
946	6310.36	1543.71	5846.94	2033.28
947	6283.51	1495.16	5861.5	2048.58
948	6331.52	1591.81	5679.03	2024.21
949	6343.01	1589.12	5835.81	1911.68
950	6205.73	1580.76	5942.82	1874.29
951	6264.97	1451.48	5874.29	1863.44
952	6251.74	1451.56	5800.78	1874.22
953	6353.9	1508.83	5832.15	1934.26
954	6342.26	1470.8	5796.47	2084.23
955	6399.07	1563.04	6063.27	2084
956	6302.84	1563.34	5669.79	2014.94
957	6362.46	1579.16	6037.58	2083.93
958	6378.51	1637.1	5628.98	2094.23
959	6462.55	1619.51	5948.29	2096.54
960	6410.74	1592.79	6026.17	2098.89
961	6101.92	1577.77	5979.73	2084.54
962	6213.48	1542.9	6094.38	1963.73
963	6368.58	1585.43	5811.53	1956.18
964	6392.33	1455.26	5789.64	1941.19
965	6375.7	1446.46	6072.65	1942.22
966	6371.63	1474.63	5879.28	1942.57
967	6404.03	1528.1	5719.95	1930.91
968	6377.26	1456.74	5685.87	1936.07
969	6500.9	1638.85	5738.2	1920.39
970	6518.91	1638.35	5963.91	1910.64
971	6597.18	1668.9	5922.97	1911.8
972	6458.53	1549.61	5848.36	1917.9
973	6585.5	1651.99	5868.69	1883.6
974	6521.31	1622.88	5789.86	1913.37
975	6481.96	1543.66	5993.29	1908.99
976	6471.99	1597.32	5858.12	1904.17
977	6465.43	1582.83	5700.37	1933.84
978	6478.28	1635.63	5824.7	1913.65
979	6590.3	1663.68	5925.71	1934.07
980	6469.28	1539.84	5758.04	1922.24
981	6432.83	1513.67	5976.21	2006.85
982	6481.52	1487.94	5993.62	1904.02
983	6441.78	1481.97	5973.39	1957.22
984	6566.85	1640.8	6145.72	2038.53
985	6665.18	1659.51	5999.85	2124.11
986	6686.17	1663.52	5578.93	2115.95
987	6666.8	1662.45	5498.79	1962.73
988	6686.24	1689.4	5938.79	2090.77
989	6627.89	1588.73	5490.53	2138.53
990	6270.33	1595.52	5508.34	2032.07
991	6616.91	1645.06	6267.24	1932.95
992	6632.41	1667.42	5568.43	1982.27
993	6407.31	1578.21	5534	2110.99
994	6683.87	1661.7	5643.15	2032.67
995	6577.12	1544.37	5577.09	2024.67
996	6550.29	1482.92	5481.18	1983.36
997	6595.29	1559.02	5805.76	1993.89
998	6597.09	1628.54	5749.21	1983.1
999	6641.88	1653.52	5680.43	2026.14
1000	6556.67	1530.1	5823.7	2143.94
1001	6644.47	1574.76	5903.5	2857.43
1002	6640.13	1577.62	6047.12	2816.31
1003	6678.08	1711.84	5849.92	2694.66
1004	6691.84	1722.47	5705.67	2689.34
1005	6652.83	1742.2	5730.45	2789.32
1006	6681.23	1727.83	5880.01	2866.16
1007	6579.53	1703.5	6073.59	2830.77
1008	6601.78	1649.19	5956.56	2748.83
1009	6575.19	1587.74	6341.15	2863.5
1010	6709	1694.11	6100.27	2860.86
1011	6708.71	1677.2	6390.01	2859.57
1012	6727.09	1701.9	6230.37	2825.39
1013	6719.21	1726.03	6102.27	2766.67
1014	6672.1	1574.91	6152.9	2671.52
1015	6698.12	1584.37	6171.61	2834.55
1016	6680.81	1616.62	6365.41	2688.14
1017	6816.86	1684.22	6171.59	1996.96
1018	6801.93	1654.86	6168.73	2016.99
1019	6817.82	1663.05	6205.26	2015.41
1020	6803.22	1674.55	6110.17	2166.98
1021	6795.72	1665.44	5685.1	2000.4
1022	6717.31	1537.46	6615.18	2018.36
1023	6604.09	1534.58	5944.06	2005.31
1024	6791.81	1528.84	5986.32	2099.16
1025	6804.19	1689.11	6085.4	2128.3
1026	6807.95	1651.58	6478.67	2163.91
1027	6721.61	1540.74	5983.41	2183.38
1028	6735.15	1603.66	5584.55	2083.03
1029	6812.11	1680.31	5795.96	2091.36
1030	6818.29	1688.69	5901.04	2183.36
1031	6842.6	1702.98	5855.77	2170.1
1032	6677.39	1674.15	5859.47	2012.21
1033	6807.83	1577.83	6045.44	2071.91
1034	6833.4	1552.95	6010.35	2183.74
1035	6838.53	1544.49	6214.58	2184.43
1036	6813.31	1590.73	6279.12	2168.33
1037	6963.95	1729.07	6137.52	2153.66
1038	6885.32	1703.93	6175.56	2000.56
1039	6898.62	1686.06	6317.08	2177.71
1040	6889.81	1707.01	6189.89	2124.71
1041	6857.68	1694.95	6261.69	2119.74
1042	6928.98	1692.95	6282.47	2118.43
1043	6846.04	1579.42	6400.89	2087.53
1044	6797.2	1695.21	6183.01	1975.7
1045	6853.55	1551.93	6284.72	1981.77
1046	6856.97	1672.15	6013.4	2211.78
1047	6843.62	1534.35	5722.34	2182.94
1048	6862.06	1542.05	5996.43	2156.8
1049	6876.69	1556.67	6021.97	2044.98
1050	6983.9	1556.53	6168.97	2167.05
1051	6930.23	1577.33	6108.27	2231.26
1052	6970.92	1581.72	6179.68	2184.95
1053	7069.96	1761.61	6250.29	2039.72
1054	7014.21	1710	6164.47	2057.27
1055	7053.18	1731.16	6232.78	2097.57
1056	7051.16	1736.36	6304.37	2017.83
1057	7029.12	1683.14	6048.47	2032.52
1058	7035.65	1753.8	6429.26	2034.06
1059	7091.7	1763.84	6160.3	2064.21
1060	7061.8	1763.91	6462.79	2058.06
1061	7057.73	1767.47	5861.76	2055.86
1062	6963.88	1702.24	6166.01	2047.97
1063	7020.71	1718.43	6283.42	2049.9
1064	7032.8	1723.82	6487.59	2078.26
1065	7050.87	1624.21	6511.92	2031
1066	7080.82	1675.98	6447.22	2038.49
1067	7090.86	1712.21	6080.83	1992.66
1068	7140.81	1715.63	6521.15	2029.63
1069	7216.8	1778.59	6261.9	2027.42
1070	7109.98	1726.52	6793.1	2122.95
1071	7139.54	1720.49	6510.23	2158.23
1072	7075.41	1730.3	6462.01	2032.18
1073	7147.77	1750.81	6683.8	2022.74
1074	7069.79	1658.51	6442.05	2003.44
1075	7099.05	1668.98	6534.48	2031.38
1076	7194.62	1766.98	6259.12	2018.53
1077	7109.05	1727.03	6733.46	2009.45
1078	7056.66	1618.97	6784.2	2028.86
1079	7108.94	1738.96	6624.38	2131.89
1080	7133.35	1790.51	6601.3	2117.79
1081	7379.71	1817.72	6297.4	2106.33
1082	7336.43	1815.87	6414.19	2088.6
1083	7368.39	1806.47	6388.79	2242.05
1084	7146.93	1596.17	6233.85	2226.84
1085	7231.57	1676.73	6376.99	2077.27
1086	7179.28	1607.67	6266.42	2076.08
1087	7241.24	1738.56	6623.47	2083.83
1088	7217.03	1695.2	6531.03	2221.49
1089	7132.8	1706.69	6475.82	2226.59
1090	7239.44	1776.67	6437.53	2116.08
1091	7223.85	1748.16	6458.51	2120.94
1092	7289.19	1788.63	6495.73	2274.16
1093	7275.49	1774.15	6887.16	2185.05
1094	7262.65	1774.38	6670.61	2079.88
1095	7234.01	1757.58	6844.04	2065.96
1096	7270.99	1781.24	6534.39	2223.32
1097	7292.13	1760.53	6740.96	2224.86
1098	7308.18	1751.13	6720.62	2193.02
1099	7339.77	1770.22	6597.63	2065.04
1100	7219.41	1710.59	6678.54	2052.59
1101	7255.83	1676.7	6690.53	2052.84
1102	7292.93	1759.86	6919.43	2234.9
1103	7241.99	1635.88	6679.19	2206.94
1104	7186.38	1622.78	6529.61	2070.37
1105	7235.95	1702.83	6525.26	2059.98
1106	7306.34	1757.93	6661.61	2062.91
1107	7224.95	1606.39	6785.99	2058.51
1108	7252.34	1697.87	6699.67	2039.55
1109	7305.09	1761.98	6631.67	2063.35
1110	7277.87	1777.05	6409.54	2228.73
1111	7297	1743.54	6545.87	2196.15
1112	7263.62	1696.72	6648.53	2202.9
1113	7361.17	1690.12	6649.64	2203.85
1114	7360.84	1616.01	6567.17	2125.02
1115	7350.42	1663.73	6615.04	2111.01
1116	7437.73	1754.42	6649.56	2100.32
1117	7362.39	1641.52	6623.53	2097.18
1118	7444.5	1776.99	6612.14	2138.12
1119	7482.21	1832.55	6648.21	2205.16
1120	7478.34	1837.91	6825.37	2273.08
1121	7461.64	1824.24	6613.06	2296.85
1122	7404.21	1799.33	6675.44	2257.52
1123	7376.28	1777	6560.73	2252.12
1124	7403.32	1733.81	6805.04	2166.91
1125	7301.96	1597.01	6858.22	2280.66
1126	7449.46	1805.81	6561.59	2241.83
1127	7420.77	1799.86	6719.42	2272.45
1128	7413.41	1778.17	6550.06	2255.43
1129	7499.51	1833.26	6583.89	2267.7
1130	7551.09	1879.42	6267.07	2316.5
1131	7574.15	1872.33	6804.27	2281.92
1132	7435.97	1720.79	6710.2	2140.8
1133	7418.38	1635.76	6528.31	2130.14
1134	7443.76	1635.65	6623.49	2143.73
1135	7399.1	1660.49	6600.61	2148.1
1136	7381.98	1664.27	6626.9	2129.66
1137	7247.32	1768.82	6643.81	2138.43
1138	7450.72	1695.27	6694.78	2135.82
1139	7534.06	1823.14	6586.38	2143.64
1140	7488.46	1733.55	6664.94	2188.46
1141	7418.02	1638.05	6595.65	2290.21
1142	7485.91	1758.94	6892.12	2143.29
1143	7378.96	1672.27	6641.43	2160.35
1144	7468.89	1708.92	6681.14	2284.99
1145	7569.65	1765.95	6718.3	2252.56
1146	7597.64	1800.42	6813.33	2123.66
1147	7524.84	1682.85	6743.54	2207.68
1148	7524.73	1699	6766.94	2120.52
1149	7521.08	1650.89	6760	2123.46
1150	7490.73	1692.23	6743.97	2125.71
1151	7527.87	1647.53	6816.51	2126.54
1152	7564.95	1646.56	6800.01	2125.98
1153	7603.33	1799.13	6942.34	2150.3
1154	7649.65	1828.36	6988.83	2312.69
1155	7599.54	1791.54	7021.44	2294.36
1156	7537.18	1638.5	7051.38	2266.94
1157	7511.11	1649.48	6927.17	2143.12
1158	7608.96	1769.45	6954.56	2124.45
1159	7561.5	1667.64	6935.94	2141.39
1160	7488.54	1723.35	6987.45	2144.36
1161	7720.11	1806.2	7030.57	2134.65
1162	7689.76	1851.68	7195.06	2254.1
1163	7620	1791.36	7327.98	2265.48
1164	7594.44	1642.7	6932.51	2324.93
1165	7622.94	1715.42	7211.26	2294.95
1166	7659.41	1814.53	6986.46	2328.66
1167	7681.15	1842.69	6839.37	2357.72
1168	7645.51	1806.03	7064.03	2295.4
1169	7619.89	1808.67	6801.26	2314.71
1170	7631.23	1834.39	7010.72	2297.41
1171	7666.82	1807.19	7387.79	2341.72
1172	7640.32	1806.38	7032.41	2280.12
1173	7645.59	1738.12	7177	2274.98
1174	7701.08	1798.17	6872.81	2312.63
1175	7646.43	1786.57	7280.3	2121.94
1176	7655.48	1801.24	7034.73	2156.9
1177	7734.17	1817.23	6812.66	2361.84
1178	7728.97	1655.94	7062.78	2362.32
1179	7678.34	1713.81	7176.5	2326.29
1180	7751.52	1745.85	7033.92	2258.48
1181	7800.85	1829.3	7151.95	2311.01
1182	7798.09	1810.47	7190.78	2301.33
1183	7768.51	1783.36	6849.61	2308.6
1184	7776.42	1833.14	6843.04	2295.21
1185	7737.63	1770.99	6925.71	2342.49
1186	7754.81	1688.64	6820.88	2347.79
1187	7721.61	1735.62	7264.18	2311.1
1188	7764.8	1705.2	6728.59	2301.68
1189	7726.22	1697.97	6822.34	2337.44
1190	7671.28	1810.64	6748.39	2241.53
1191	7772.09	1789.21	6933.96	2296.79
1192	7777.08	1838.1	6960.07	2175.01
1193	7804.02	1663.58	7068.41	2143.92
1194	7837.33	1660.07	7042.09	2382.45
1195	7801.56	1783.24	6866.31	2359.89
1196	7805.94	1661.95	7008.83	2330.12
1197	7857.61	1660.6	6806.5	2338.54
1198	7809.49	1664.45	6733.54	2341.09
1199	7827.91	1655.89	7041.83	2241
1200	7835.05	1670.56	6834.3	2350.95
1201	7834.15	1662.54	7046.13	2132.32
1202	7801.19	1669.86	7060.51	2222.05
1203	7831.36	1701.45	7060.45	2312.63
1204	7828.3	1698.89	6986.46	2300.58
1205	7802.42	1654.59	7046.73	2316.08
1206	7819.92	1661.22	7083.9	2311.96
1207	7840.65	1798.93	7090.54	2311.17
1208	7884.64	1869.05	7178.24	2135.1
1209	7980.16	1938.14	7094.61	2263.59
1210	8064.42	1929.6	7035.73	2197.99
1211	7943.13	1803.74	6990.79	2197.07
1212	7865.33	1812.7	7092.09	2211.66
1213	8026.06	1893.28	7062.68	2193.48
1214	7926.3	1870.66	7302.14	2192.29
1215	7968.73	1847.56	7215.96	2227.34
1216	7914.84	1677.7	7266.3	2400.3
1217	7961.29	1807.48	7255.36	2321.01
1218	7959.69	1774.41	7135.35	2350.99
1219	7959.86	1872.72	7226.09	2197.77
1220	7998.52	1871.49	7461.49	2208.84
1221	7971.53	1789.87	7129.09	2199.2
1222	7963.74	1717.12	7180.86	2203.36
1223	7912.09	1886.33	7051.66	2196.51
1224	7959.21	1676.18	7313.33	2200.96
1225	8074.31	1695.02	7231.02	2186.54
1226	8047.09	1745.88	7299.19	2199.9
1227	8058.2	1829.99	7134.44	2191
1228	8038.31	1822.56	7331.97	2187.21
1229	7975.42	1689.84	7279.92	2260.65
1230	8049.59	1846.65	7058.9	2369.16
1231	8035.84	1692.78	7100.06	2344.77
1232	8021.82	1751.81	7246.82	2337.44
1233	7977.3	1839.94	7358.65	2405.37
1234	8003.67	1872.72	7226.39	2343.98
1235	8032.49	1751.42	7188.99	2331.01
1236	8067.88	1859.42	7225.02	2329.09
1237	8029.4	1765.5	7309.88	2357.81
1238	7997.67	1708.42	7124.55	2397.66
1239	8018.42	1705.86	7153.28	2370.26
1240	8027.88	1893.55	7409.96	2344.63
1241	8135.21	1811.71	7297.05	2235.41
1242	8148.89	1767.23	7307.68	2236.88
1243	8163.15	1909.16	7364.92	2242.79
1244	8233.4	1935.39	7465.79	2239.63
1245	8211.82	1933.26	7390.88	2220.17
1246	8303.92	1960.07	7640.58	2258.95
1247	8263.56	1931.79	7171.11	2251.02
1248	8154.85	1905.83	7216.04	2360.08
1249	8168.66	1905.71	7237.19	2437.83
1250	8219.62	1936.73	7340.92	2245.54
1251	8334.34	2012.72	7120.42	2265.51
1252	8161.81	1769.62	7362.09	2257.65
1253	8218.16	1893.74	7319.14	2402.01
1254	8172.04	1848.78	7281.71	2445.08
1255	8196.65	1928.82	7302.6	2402.07
1256	8265.36	1931.89	7300.53	2408.86
1257	8270.06	1844.64	7538.44	2549.42
1258	8319.13	1984.59	7542.79	2561.28
1259	8200.21	1860.92	7385.43	2567.66
1260	8201.8	1816.33	7551.33	2539.03
1261	8271.48	1920.76	7622.52	2527.71
1262	8198.22	1809.03	7557.73	2564.57
1263	8261.35	1865.21	7390.41	2626.68
1264	8202.77	1894.62	7544.03	2645.16
1265	8204.97	1818.39	7413.65	2504.86
1266	8252	1890.78	7449.41	2640.51
1267	8378.67	2050.71	7529.32	2383.56
1268	8332.09	2028.35	7387.91	2380.31
1269	8279.01	1908	7564.19	2393.3
1270	8252.17	1949.04	7523.68	2375.5
1271	8198.63	1787.44	7403.49	2473.35
1272	8196.84	1781.69	7037.52	2399.55
1273	8416.57	1918.88	7872.08	2282.36
1274	8351.93	1822.73	7735.72	2284.99
1275	8269.11	1797.61	7583.95	2292.33
1276	8339.78	1733.15	7471.8	2282.96
1277	8367.29	1828.85	7477.73	2298.5
1278	8389.97	1932.13	7467.42	2265.96
1279	8334.29	1869.82	7412.56	2292.05
1280	8437.38	1958.96	7430.33	2444.97
1281	8419.09	1864.67	7471.01	2458.43
1282	8465.09	1973.31	7397.32	2279.81
1283	8378.34	1823.37	7459.73	2263.12
1284	8433.84	1968.37	7296.36	2269.81
1285	8370.16	1926.61	7293.23	2384.32
1286	8420.49	1924.78	7526.83	2332.33
1287	8346.08	1735.63	7349.4	2298.97
1288	8312.99	1749.98	7428.09	2448.87
1289	8566.92	2277.3	7498.71	2456.71
1290	8439.73	2255	7572.55	2502.99
1291	8377	2199.08	7546.43	2506.82
1292	8328.03	2142.95	7274.77	2503.55
1293	8388.82	2112.61	7687.91	2474.53
1294	8367.3	2064	7565.41	2482.32
1295	8382.07	2170.96	7556.53	2500.79
1296	8402.01	2046.67	7483.52	2468.26
1297	8455.22	2057.1	7343.8	2389.54
1298	8428.35	2107.67	7448.06	2282.62
1299	8416.56	2167.76	7542.59	2269.78
1300	8485.73	2208.51	7736.11	2269.51
1301	8485.26	2260.33	7678.15	2280.61
1302	8518.15	2232.35	8096.61	2278.34
1303	8559.74	2282.17	7712.87	2462.72
1304	8556.59	2307.49	7749.38	2441.41
1305	8530.91	1785.17	7724	2476.14
1306	8592.03	1948.15	7621.82	2500.38
1307	8671.72	1988.67	7521.13	2482.07
1308	8615.12	2026.6	7526.4	2446.86
1309	8589.15	1952.09	7735.94	2399.55
1310	8775.21	2064.06	7664.7	2500.21
